"emp_no","first_name","last_name","title","from_date","to_date"
421167,"Karoline","Talmon","Senior Engineer","2001-02-09","9999-01-01"
421172,"Heejo","Danley","Senior Staff","1992-09-25","9999-01-01"
421180,"Pranay","Lindenbaum","Senior Staff","1999-02-10","9999-01-01"
421189,"Hideyuki","Heering","Senior Engineer","1987-02-16","9999-01-01"
421205,"Kensyu","Scallan","Senior Engineer","1992-04-24","9999-01-01"
421222,"Atreyi","Cappello","Senior Staff","1999-08-20","9999-01-01"
421228,"Kirk","Verhaegen","Senior Engineer","1995-01-12","9999-01-01"
421244,"Ortrun","Ladret","Senior Staff","1996-01-18","9999-01-01"
421304,"Kwee","Acton","Senior Engineer","2000-12-10","9999-01-01"
421319,"Ranga","Maccarone","Senior Staff","1996-05-01","9999-01-01"
421324,"Boaz","Heuter","Staff","1999-11-10","9999-01-01"
421326,"Val","Covnot","Senior Engineer","1985-06-11","9999-01-01"
421347,"Erzsebet","Bahk","Engineer","1998-06-19","9999-01-01"
421358,"KayLiang","Litecky","Senior Engineer","1999-03-18","9999-01-01"
421404,"Tooru","Dalton","Senior Staff","2000-07-20","9999-01-01"
421435,"Tze","Tibblin","Senior Engineer","1993-07-26","9999-01-01"
421461,"Francoise","Veeraraghavan","Senior Engineer","1988-07-03","9999-01-01"
421499,"Billie","Danecki","Senior Engineer","1993-06-24","9999-01-01"
421549,"Arvin","Remmers","Engineer","1995-09-13","9999-01-01"
421730,"Vishwani","Feldhoffer","Senior Engineer","2001-07-25","9999-01-01"
421787,"Yifei","Lunn","Senior Engineer","1995-11-29","9999-01-01"
421792,"Bernt","Maliniak","Senior Staff","1994-05-17","9999-01-01"
421836,"Phuoc","Eugenio","Senior Staff","1994-09-29","9999-01-01"
421871,"Mohua","Chachaty","Senior Engineer","1995-09-08","9999-01-01"
421930,"Chiradeep","Mateescu","Senior Staff","1991-05-05","9999-01-01"
421940,"Marek","Covnot","Senior Staff","2000-05-06","9999-01-01"
421975,"Hyuckchul","Eastman","Senior Staff","2001-04-21","9999-01-01"
421994,"Lubomir","Cyre","Senior Engineer","1995-07-26","9999-01-01"
421999,"Mark","Perng","Senior Engineer","1995-03-07","9999-01-01"
422084,"Guenter","Ranai","Senior Staff","1997-12-15","9999-01-01"
422100,"Kotesh","Aingworth","Senior Engineer","1996-07-06","9999-01-01"
422131,"Adin","Kleiser","Engineer","1999-04-19","9999-01-01"
422161,"Malu","Riefers","Senior Staff","1987-08-03","9999-01-01"
422205,"Mandell","Kamber","Senior Engineer","1994-10-13","9999-01-01"
422223,"Zine","Madeira","Technique Leader","1987-06-14","9999-01-01"
422233,"Aemilian","Koshino","Senior Staff","1989-08-15","9999-01-01"
422244,"Leon","Zeilberger","Senior Staff","1999-07-31","9999-01-01"
422245,"Utz","Ginneken","Senior Staff","1992-04-26","9999-01-01"
422323,"Kauko","Luca","Senior Engineer","1996-10-08","9999-01-01"
422338,"Sachem","Rindone","Senior Staff","1997-09-20","9999-01-01"
422340,"Halsur","Lorcy","Senior Engineer","2000-03-01","9999-01-01"
422380,"Mamdouh","Kawashimo","Technique Leader","1991-03-28","9999-01-01"
422393,"Ramya","Schapire","Engineer","2000-04-20","9999-01-01"
422470,"Arvin","Androutsos","Senior Staff","1996-05-01","9999-01-01"
422577,"Vasilis","Henseler","Technique Leader","1997-04-15","9999-01-01"
422588,"Abdelghani","Gimarc","Senior Engineer","1988-10-25","9999-01-01"
422631,"Richara","Lorin","Senior Staff","1995-01-13","9999-01-01"
422671,"Ronghao","Basagni","Senior Engineer","1998-08-11","9999-01-01"
422736,"Clyde","Bugaenko","Senior Staff","1993-12-13","9999-01-01"
422784,"Gererd","Breugel","Technique Leader","1986-11-05","9999-01-01"
422851,"Basant","Muhlberg","Senior Engineer","1987-08-23","9999-01-01"
422926,"Bernardo","Ouhyoung","Senior Engineer","1992-12-21","9999-01-01"
422938,"Shuho","Taneja","Senior Staff","1985-03-28","9999-01-01"
422949,"Vishv","Stentiford","Senior Staff","2000-11-03","9999-01-01"
423010,"Rasikan","Aumann","Senior Staff","1991-01-23","9999-01-01"
423032,"Yolla","Katiyar","Senior Staff","1997-11-26","9999-01-01"
423093,"Dannz","Kadhim","Senior Staff","2001-04-25","9999-01-01"
423102,"Shir","Heyers","Staff","1996-07-06","9999-01-01"
423171,"Francesca","Mandell","Senior Staff","1993-06-02","9999-01-01"
423241,"Nadjib","Litvinov","Senior Engineer","1993-02-12","9999-01-01"
423275,"Franziska","Jeansoulin","Senior Engineer","1990-11-29","9999-01-01"
423326,"Idoia","Cullers","Senior Engineer","1992-06-03","9999-01-01"
423344,"Tse","Brobst","Engineer","1999-02-21","9999-01-01"
423349,"Huiqun","Kuhnemann","Senior Engineer","1996-12-30","9999-01-01"
423397,"Masami","Ghelli","Senior Engineer","1992-08-14","9999-01-01"
423399,"Gina","Falck","Senior Staff","1992-06-20","9999-01-01"
423412,"Kwok","Spelt","Senior Engineer","1993-03-17","9999-01-01"
423454,"Achilleas","Vandervoorde","Senior Engineer","1999-08-18","9999-01-01"
423466,"Magy","Zhang","Senior Engineer","1999-12-11","9999-01-01"
423468,"Leandro","Heuser","Senior Engineer","1994-06-22","9999-01-01"
423497,"Luisa","Driscoll","Senior Staff","1987-05-31","9999-01-01"
423526,"Adly","Choobineh","Senior Engineer","1997-05-14","9999-01-01"
423538,"Shuky","Schieder","Senior Engineer","1998-02-23","9999-01-01"
423543,"Oldrich","Acton","Senior Engineer","1999-11-24","9999-01-01"
423565,"Srinidhi","Gurbaxani","Senior Engineer","1993-09-18","9999-01-01"
423620,"Mingdong","Gulla","Senior Engineer","1991-02-06","9999-01-01"
423632,"Masoud","Pocchiola","Senior Staff","1991-05-19","9999-01-01"
423757,"Katsuyuki","Baezner","Senior Engineer","1992-09-11","9999-01-01"
423777,"Tomofumi","Roccetti","Senior Engineer","2000-08-25","9999-01-01"
423803,"Xuejun","Beilner","Senior Engineer","1997-05-30","9999-01-01"
423897,"Jacopo","Baezner","Senior Staff","1991-07-31","9999-01-01"
423907,"Sanjit","Akaboshi","Senior Staff","1997-04-15","9999-01-01"
423917,"Dines","Bouloucos","Engineer","2001-07-10","9999-01-01"
423945,"Ymte","Heping","Senior Staff","1998-08-12","9999-01-01"
423966,"Harjit","Badache","Staff","1995-09-15","9999-01-01"
423986,"Debatosh","Alvarado","Engineer","1997-01-04","9999-01-01"
424043,"Tetsurou","Gulik","Senior Staff","1993-12-26","9999-01-01"
424093,"Chikako","Bolsens","Senior Engineer","1994-08-25","9999-01-01"
424189,"Martijn","Denny","Senior Engineer","1997-10-24","9999-01-01"
424200,"Shooichi","Yeung","Engineer","1998-07-26","9999-01-01"
424354,"Gennadi","Plessier","Senior Engineer","1994-09-18","9999-01-01"
424355,"Szabolcs","Garrabrants","Senior Engineer","1990-02-08","9999-01-01"
424391,"Marc","Skogmar","Senior Staff","1994-10-22","9999-01-01"
424393,"Hironobu","Rosti","Senior Engineer","1990-12-23","9999-01-01"
424452,"Shalesh","Pero","Senior Engineer","1994-12-16","9999-01-01"
424467,"Udo","Hockney","Senior Staff","1995-08-20","9999-01-01"
424483,"Dipankar","Zhiwei","Senior Staff","1995-04-17","9999-01-01"
424564,"Kristina","Stasinski","Senior Staff","1987-01-25","9999-01-01"
424565,"Bartek","Plavsic","Engineer","1996-12-15","9999-01-01"
424570,"Gil","Klyachko","Senior Staff","1990-05-14","9999-01-01"
424571,"Keiichiro","Tempesti","Senior Engineer","1999-08-28","9999-01-01"
424576,"Weiyi","Billingsley","Senior Engineer","1998-07-13","9999-01-01"
424581,"Turgut","Christianini","Senior Staff","1993-07-06","9999-01-01"
424609,"Erzsebet","Reistad","Senior Staff","1988-11-24","9999-01-01"
424615,"Gregory","Hasham","Senior Engineer","2001-12-19","9999-01-01"
424619,"Garnet","Kugler","Senior Staff","1996-12-27","9999-01-01"
424636,"Domenick","Perl","Senior Engineer","1996-06-14","9999-01-01"
424744,"Qingxiang","Butterworth","Senior Engineer","1998-05-07","9999-01-01"
424755,"Arco","Ranka","Senior Staff","2001-09-14","9999-01-01"
424786,"Martins","Rosiles","Senior Staff","1993-10-08","9999-01-01"
424876,"Kazuyasu","Seuren","Senior Engineer","1993-06-17","9999-01-01"
424885,"Zhensheng","Picco","Senior Engineer","1994-09-07","9999-01-01"
424892,"Ingmar","Farrow","Senior Staff","1993-08-18","9999-01-01"
424900,"Aemilian","Siksek","Engineer","1997-11-14","9999-01-01"
424907,"Visit","Schwaller","Senior Engineer","1986-06-22","9999-01-01"
425011,"Abdelwaheb","Prochazka","Senior Engineer","1999-05-21","9999-01-01"
425033,"Ekawit","Waleschkowski","Senior Staff","1991-08-17","9999-01-01"
425132,"Christoper","Perry","Senior Staff","1993-01-29","9999-01-01"
425181,"Roselyn","Foote","Senior Engineer","1985-11-04","9999-01-01"
425182,"Urs","Shigei","Senior Engineer","1994-08-30","9999-01-01"
425193,"Thodoros","Cronau","Senior Engineer","1988-08-10","9999-01-01"
425262,"Thanasis","Rahier","Senior Staff","1990-04-14","9999-01-01"
425337,"Taiji","Kusakabe","Senior Staff","1991-06-06","9999-01-01"
425370,"Zijian","Hebert","Senior Engineer","1994-04-08","9999-01-01"
425375,"Tsvetan","Peir","Senior Staff","1986-07-06","9999-01-01"
425431,"Zhaofang","Monkewich","Senior Staff","1997-10-29","9999-01-01"
425536,"Sajjan","Denti","Senior Engineer","1994-06-21","9999-01-01"
425547,"Remko","Hasham","Senior Staff","1987-10-31","9999-01-01"
425585,"Mack","Heemskerk","Senior Engineer","1988-06-19","9999-01-01"
425609,"Jovan","Gonthier","Senior Staff","1998-01-08","9999-01-01"
425652,"Tran","Birrer","Assistant Engineer","1998-08-02","9999-01-01"
425667,"Padma","Minakawa","Senior Staff","1987-09-04","9999-01-01"
425669,"Stabislas","Wrigley","Senior Engineer","1994-11-14","9999-01-01"
425713,"Ymte","Orlowski","Senior Engineer","1996-09-25","9999-01-01"
425716,"Khatoun","Merro","Assistant Engineer","1998-02-27","9999-01-01"
425738,"Nechama","Rusmann","Senior Engineer","1997-07-03","9999-01-01"
425809,"Piyawadee","Luan","Senior Engineer","1993-10-17","9999-01-01"
425841,"Emdad","Luders","Senior Staff","1988-04-30","9999-01-01"
425860,"JoAnna","Bakhtari","Senior Staff","1991-07-23","9999-01-01"
425864,"Gro","Bellone","Senior Staff","1988-08-31","9999-01-01"
425873,"Visit","Conti","Senior Staff","1991-11-28","9999-01-01"
425986,"Rafael","Riefers","Staff","1994-07-22","9999-01-01"
425996,"Marla","Welham","Senior Engineer","1990-12-09","9999-01-01"
426010,"Utpal","Koblitz","Senior Staff","1992-01-07","9999-01-01"
426061,"Mohan","Hutter","Technique Leader","1989-04-24","9999-01-01"
426073,"Jingling","Driscoll","Senior Staff","1997-04-20","9999-01-01"
426104,"Zhenbing","Kobuchi","Senior Engineer","1993-06-19","9999-01-01"
426120,"Atilio","Hofman","Senior Staff","1998-07-14","9999-01-01"
426124,"Piyush","Range","Senior Engineer","1991-07-27","9999-01-01"
426129,"Nikolaus","Loncour","Senior Staff","2000-06-06","9999-01-01"
426154,"Fay","Schmittgen","Senior Staff","1997-10-03","9999-01-01"
426243,"Randi","Cummings","Senior Engineer","1997-11-10","9999-01-01"
426256,"Gregory","Binkley","Staff","1998-12-12","9999-01-01"
426289,"Ute","Maginnis","Engineer","1994-07-12","9999-01-01"
426342,"Uinam","Siepmann","Senior Engineer","1994-03-13","9999-01-01"
426392,"Urs","Perly","Senior Staff","1996-10-31","9999-01-01"
426406,"Irena","Ritzmann","Senior Staff","1996-03-21","9999-01-01"
426433,"Danny","Welham","Senior Staff","1993-05-18","9999-01-01"
426503,"Janche","Herbst","Senior Engineer","1987-11-24","9999-01-01"
426505,"Tommaso","Makinen","Senior Engineer","2001-12-22","9999-01-01"
426529,"Wayne","Zeidenstein","Senior Staff","1988-10-23","9999-01-01"
426704,"Chandrasekaran","Brickell","Senior Engineer","1989-12-25","9999-01-01"
426729,"Eldridge","Clemencon","Senior Engineer","1988-05-06","9999-01-01"
426739,"Chandrasekaran","Sigstam","Senior Staff","1994-10-27","9999-01-01"
426781,"Reinhard","Setiz","Technique Leader","1986-03-11","9999-01-01"
426786,"Tesuro","Choobineh","Engineer","1997-07-05","9999-01-01"
426928,"Kauko","Georgatos","Senior Staff","2000-05-05","9999-01-01"
426934,"Yannik","Papsdorf","Technique Leader","1991-05-25","9999-01-01"
426936,"Reinhold","Glowinski","Senior Engineer","1993-02-09","9999-01-01"
427018,"Rosine","Cesareni","Senior Staff","1987-09-05","9999-01-01"
427024,"Munenori","Niizuma","Senior Staff","1994-12-06","9999-01-01"
427055,"Toong","Rosis","Senior Engineer","2002-07-09","9999-01-01"
427073,"Wayne","Baby","Senior Staff","1990-09-23","9999-01-01"
427122,"Uli","Ladret","Staff","1998-10-26","9999-01-01"
427138,"Bernd","Vidya","Senior Staff","1994-04-26","9999-01-01"
427156,"Kwun","Herbst","Staff","1993-08-24","9999-01-01"
427157,"Faiza","Werthner","Senior Staff","1993-02-24","9999-01-01"
427159,"Adib","Zockler","Technique Leader","1987-08-15","9999-01-01"
427176,"Khue","Seuren","Senior Engineer","1996-07-06","9999-01-01"
427202,"Rutger","Waeselynck","Engineer","2000-01-09","9999-01-01"
427212,"Nitsan","Dulin","Senior Staff","1993-09-24","9999-01-01"
427224,"Weiyi","Merli","Senior Engineer","1993-08-10","9999-01-01"
427319,"Yuuichi","Deyuan","Technique Leader","1988-02-27","9999-01-01"
427349,"Ung","Lakshmanan","Senior Staff","1997-02-25","9999-01-01"
427362,"Chrisa","Melton","Senior Engineer","2001-12-09","9999-01-01"
427371,"Emdad","Ballarin","Senior Engineer","1995-05-14","9999-01-01"
427381,"Lena","Pepe","Senior Staff","1998-01-30","9999-01-01"
427504,"Janalee","Pauthner","Technique Leader","1997-07-13","9999-01-01"
427547,"Roselyn","Bahi","Staff","1999-09-02","9999-01-01"
427621,"Ziya","Hofman","Senior Engineer","1987-10-01","9999-01-01"
427633,"Denny","Limongiello","Engineer","1994-08-29","9999-01-01"
427650,"Maya","Luck","Senior Engineer","1985-04-25","9999-01-01"
427698,"Siddarth","Schapire","Senior Staff","1999-08-18","9999-01-01"
427724,"Steve","Khalid","Senior Staff","1992-02-10","9999-01-01"
427744,"Magy","Lunt","Senior Engineer","2001-02-28","9999-01-01"
427780,"Khue","Montresor","Senior Staff","1987-07-23","9999-01-01"
427795,"Adam","Hofting","Senior Staff","1994-11-05","9999-01-01"
427817,"Vishv","Kading","Senior Engineer","2002-06-13","9999-01-01"
427841,"Shaz","Schaad","Senior Staff","1999-10-05","9999-01-01"
427845,"Franziska","Murillo","Engineer","1995-12-06","9999-01-01"
427849,"Mayuri","Rindone","Senior Staff","1985-06-22","9999-01-01"
427853,"Sanjay","Bisiani","Engineer","1996-02-10","9999-01-01"
427856,"Atreye","Kalafatis","Staff","1999-04-21","9999-01-01"
427899,"Angus","Mitzlaff","Engineer","1997-08-09","9999-01-01"
427924,"Brendon","Msuda","Senior Staff","1993-07-08","9999-01-01"
427935,"Xiaoshan","Jonsson","Senior Engineer","1997-09-16","9999-01-01"
428073,"Lech","Improta","Staff","1998-12-24","9999-01-01"
428103,"Takanari","Khasidashvili","Senior Engineer","1995-11-15","9999-01-01"
428129,"Rajmohan","Motley","Engineer","1995-01-04","9999-01-01"
428151,"Achilleas","Knightly","Staff","1998-06-05","9999-01-01"
428166,"Tzvetan","Mahnke","Technique Leader","1994-03-26","9999-01-01"
428224,"Michaela","Pollacia","Senior Staff","1997-08-14","9999-01-01"
428243,"Leif","Ghazalie","Senior Engineer","1989-01-03","9999-01-01"
428282,"Yifei","Ranon","Senior Staff","1995-02-08","9999-01-01"
428299,"Aimee","Detkin","Senior Engineer","1997-02-24","9999-01-01"
428478,"Gay","Auria","Senior Staff","1993-06-19","9999-01-01"
428507,"Christophe","Luca","Senior Staff","1999-08-26","9999-01-01"
428528,"Vishv","Leivant","Senior Engineer","1986-06-08","9999-01-01"
428592,"Noritoshi","Diderrich","Senior Engineer","1994-04-03","9999-01-01"
428621,"Gro","Thebaut","Senior Staff","2001-08-26","9999-01-01"
428625,"Mohammad","Savasere","Senior Staff","1997-10-30","9999-01-01"
428630,"Jenwei","Orsini","Senior Staff","2000-08-05","9999-01-01"
428715,"Kerhong","Pappas","Senior Engineer","2000-03-23","9999-01-01"
428732,"Adamantios","Malabarba","Senior Engineer","1988-04-20","9999-01-01"
428842,"Gennadi","Munch","Engineer","1997-05-25","9999-01-01"
428860,"Mizuhito","Joslin","Senior Engineer","1995-05-03","9999-01-01"
428878,"Yannis","Syrotiuk","Senior Engineer","1999-04-29","9999-01-01"
428887,"Yefim","Marzano","Staff","1997-08-30","9999-01-01"
428902,"Guozhong","Hempstead","Senior Engineer","1995-08-22","9999-01-01"
428914,"Maha","Bernini","Senior Engineer","1991-09-28","9999-01-01"
428921,"Conal","Gien","Senior Staff","2001-12-05","9999-01-01"
428951,"Shigeaki","Angot","Senior Engineer","1994-11-30","9999-01-01"
429010,"Danco","Ramras","Senior Engineer","1987-06-13","9999-01-01"
429038,"Beshir","Pauthner","Senior Engineer","1990-08-30","9999-01-01"
429045,"Pasqua","Dolinsky","Senior Engineer","1992-08-23","9999-01-01"
429055,"Masoud","Radivojevic","Senior Staff","1992-08-06","9999-01-01"
429105,"Lunjin","Denna","Senior Engineer","1994-04-10","9999-01-01"
429115,"Valery","Halevi","Senior Engineer","1999-05-20","9999-01-01"
429128,"Uno","Range","Staff","1999-02-24","9999-01-01"
429194,"Bingning","Scharstein","Senior Engineer","1998-10-21","9999-01-01"
429221,"Alain","Zykh","Technique Leader","1999-02-01","9999-01-01"
429272,"DeForest","Benantar","Senior Engineer","2002-01-22","9999-01-01"
429294,"Weijing","Salinas","Senior Engineer","1998-03-16","9999-01-01"
429297,"Becky","Acton","Senior Staff","1999-12-18","9999-01-01"
429298,"Pranay","Hiyoshi","Senior Engineer","1993-07-27","9999-01-01"
429315,"Khatoun","Wixon","Senior Staff","1994-11-15","9999-01-01"
429321,"Lihong","Matzel","Technique Leader","1988-11-03","9999-01-01"
429367,"Kiyomitsu","Schlenzig","Senior Staff","1994-03-23","9999-01-01"
429379,"Tsutomu","Danecki","Senior Staff","2001-03-19","9999-01-01"
429417,"Morris","Valette","Senior Engineer","1993-10-14","9999-01-01"
429444,"Peternela","Garigliano","Senior Engineer","1992-02-29","9999-01-01"
429494,"Ipke","Puppe","Engineer","1998-11-21","9999-01-01"
429507,"Tsutomu","Kugler","Senior Staff","1993-02-13","9999-01-01"
429596,"Xiahua","Zyda","Engineer","1996-06-27","9999-01-01"
429601,"Stafford","Driscoll","Senior Staff","1992-07-03","9999-01-01"
429642,"Kagan","Slutz","Engineer","1997-06-24","9999-01-01"
429648,"Pranjal","Gaughan","Senior Staff","1988-02-20","9999-01-01"
429665,"Snehasis","Piazza","Senior Staff","1995-08-10","9999-01-01"
429680,"Adas","Weiland","Senior Engineer","1994-09-16","9999-01-01"
429695,"Hyuncheol","Angelov","Senior Staff","1994-09-21","9999-01-01"
429801,"Nahla","Angot","Senior Staff","1999-09-07","9999-01-01"
429836,"Arumugam","Kilgour","Senior Staff","1995-10-11","9999-01-01"
429893,"Wanqing","Guenter","Senior Engineer","1997-10-06","9999-01-01"
429961,"Houman","Swiss","Senior Staff","1985-12-05","9999-01-01"
430000,"Otmar","Genther","Engineer","1995-09-29","9999-01-01"
430001,"Lucien","Dalton","Engineer","1996-02-29","9999-01-01"
430051,"Muneo","Rodier","Senior Staff","1994-01-21","9999-01-01"
430058,"Shaibal","Restivo","Senior Engineer","1995-10-07","9999-01-01"
430111,"Tadahiko","Borstler","Senior Engineer","1995-07-14","9999-01-01"
430149,"Gill","Luon","Senior Staff","1995-04-06","9999-01-01"
430164,"Holgard","Parveen","Senior Staff","2001-07-15","9999-01-01"
430196,"Mechthild","Fasbender","Staff","1998-02-11","9999-01-01"
430202,"Gopalakrishnan","Pusterhofer","Senior Staff","1991-03-07","9999-01-01"
430224,"Noritoshi","Basawa","Senior Engineer","1987-11-21","9999-01-01"
430300,"Xuedong","Binkley","Staff","1998-10-19","9999-01-01"
430347,"Malu","Cyne","Senior Staff","1994-08-14","9999-01-01"
430384,"Taiji","Masand","Senior Engineer","1995-03-18","9999-01-01"
430400,"Shahaf","Zwicker","Senior Engineer","1990-11-25","9999-01-01"
430403,"Bowen","Rissland","Senior Engineer","1996-07-21","9999-01-01"
430472,"Jungsoon","Kalefeld","Senior Engineer","1997-04-14","9999-01-01"
430481,"Woody","Pauthner","Senior Staff","1998-01-07","9999-01-01"
430512,"Richara","Flanders","Senior Engineer","1997-03-26","9999-01-01"
430523,"Rosalyn","Validov","Staff","1996-06-29","9999-01-01"
430524,"Baoqiu","Schnabel","Engineer","1997-03-16","9999-01-01"
430615,"Babette","Stanfel","Senior Staff","1992-10-02","9999-01-01"
430633,"Margareta","Peek","Senior Staff","1985-03-22","9999-01-01"
430649,"Lorien","Quittner","Senior Staff","1993-09-25","9999-01-01"
430662,"Zita","Vernadat","Senior Engineer","1997-11-02","9999-01-01"
430685,"Sergi","Jenevein","Senior Staff","1992-08-30","9999-01-01"
430692,"Arunachalam","Yemenis","Senior Staff","1991-08-01","9999-01-01"
430713,"Khedija","Peac","Senior Engineer","1988-06-24","9999-01-01"
430720,"Arco","Peha","Technique Leader","1989-04-20","9999-01-01"
430807,"Suvo","Terwilliger","Senior Staff","1988-04-13","9999-01-01"
430812,"Takushi","Vernadat","Engineer","1999-04-29","9999-01-01"
430841,"Wanqing","Menyhert","Senior Staff","2002-01-16","9999-01-01"
430898,"Kiyomitsu","Braunschweig","Senior Staff","1990-06-16","9999-01-01"
430906,"Christ","Cyre","Senior Staff","2001-01-17","9999-01-01"
431032,"Moni","Anick","Senior Engineer","1998-09-24","9999-01-01"
431035,"Mitchel","Servieres","Senior Staff","2001-12-06","9999-01-01"
431073,"Demin","Savasere","Engineer","2000-01-12","9999-01-01"
431078,"Adib","Ananiadou","Senior Staff","1994-07-01","9999-01-01"
431105,"Masoud","Chaudhuri","Senior Engineer","2000-06-07","9999-01-01"
431145,"Kristinn","Kavanagh","Senior Staff","2001-11-22","9999-01-01"
431157,"Alexius","Bernick","Senior Engineer","1998-02-01","9999-01-01"
431158,"Chikako","Limongiello","Senior Engineer","1991-12-02","9999-01-01"
431161,"Troy","Rosin","Senior Staff","1992-05-18","9999-01-01"
431281,"Sukumar","Guerreiro","Senior Staff","1992-07-20","9999-01-01"
431287,"Radoslaw","Maraist","Senior Engineer","1992-11-20","9999-01-01"
431304,"Yuuichi","Zeleznik","Senior Engineer","1993-05-12","9999-01-01"
431367,"Bilhanan","Bale","Senior Staff","1987-12-15","9999-01-01"
431372,"Bader","Rijsenbrij","Senior Engineer","1992-07-18","9999-01-01"
431378,"Cristinel","Peyn","Senior Engineer","1995-10-02","9999-01-01"
431382,"Mohit","Eiron","Senior Engineer","1988-06-25","9999-01-01"
431410,"Kensei","Nyanchama","Senior Engineer","2001-08-29","9999-01-01"
431426,"Elvia","Billingsley","Senior Staff","1994-02-08","9999-01-01"
431465,"Kristinn","Mahmud","Senior Staff","1994-10-24","9999-01-01"
431588,"Kannan","Ranum","Senior Staff","1993-05-16","9999-01-01"
431614,"Piyawadee","Undy","Senior Staff","1992-12-21","9999-01-01"
431744,"Mabo","Oxman","Senior Engineer","1994-08-25","9999-01-01"
431773,"Chuanti","Montemayor","Senior Staff","1993-09-22","9999-01-01"
431866,"Raimond","Kranzdorf","Engineer","1996-04-04","9999-01-01"
431982,"Randi","Parfitt","Senior Staff","1997-08-26","9999-01-01"
432029,"Domenick","Georgatos","Senior Engineer","1994-04-10","9999-01-01"
432056,"Jouko","Spinelli","Senior Engineer","1995-01-10","9999-01-01"
432082,"Mihalis","Rebaine","Senior Staff","1995-05-30","9999-01-01"
432083,"Xiaoqiang","Assaf","Senior Engineer","1991-12-09","9999-01-01"
432106,"Kirk","Thorelli","Senior Staff","1991-05-17","9999-01-01"
432110,"Vasiliy","Debuse","Senior Staff","1985-10-21","9999-01-01"
432122,"Alair","Poupard","Engineer","1998-12-10","9999-01-01"
432167,"Peternela","Talmon","Senior Engineer","2002-01-27","9999-01-01"
432188,"Yishai","Haraldson","Senior Staff","1993-08-26","9999-01-01"
432318,"Khedija","Krohm","Senior Engineer","1999-08-10","9999-01-01"
432324,"True","Fiebach","Engineer","1999-06-06","9999-01-01"
432423,"Jingling","Stifter","Senior Engineer","1998-07-13","9999-01-01"
432497,"Sreekrishna","Champarnaud","Senior Staff","1986-02-26","9999-01-01"
432534,"Eran","Zeilberger","Engineer","1996-06-12","9999-01-01"
432545,"Chikako","Tanemo","Engineer","1999-12-17","9999-01-01"
432554,"Mana","Yemenis","Staff","1999-02-27","9999-01-01"
432566,"Dzung","Orlowski","Senior Staff","1986-01-04","9999-01-01"
432578,"Danco","Khalid","Engineer","1994-06-18","9999-01-01"
432581,"Vivian","Perl","Senior Engineer","1998-09-26","9999-01-01"
432683,"Gina","Nishimukai","Engineer","1994-05-13","9999-01-01"
432693,"Zhaofang","Matzat","Senior Engineer","1993-07-23","9999-01-01"
432749,"Miomir","Heemskerk","Senior Staff","1998-06-28","9999-01-01"
432804,"Bluma","McDermid","Senior Staff","1996-07-14","9999-01-01"
432828,"Chikako","Malabarba","Senior Staff","1991-02-02","9999-01-01"
432841,"KayLiang","Kragelund","Engineer","2000-02-06","9999-01-01"
432855,"Kiyotoshi","Encarnacion","Technique Leader","1986-01-10","9999-01-01"
432859,"Guther","Massonet","Senior Staff","1995-10-23","9999-01-01"
432861,"Kshitij","Morris","Senior Engineer","1996-09-06","9999-01-01"
432957,"Fabrizio","Quadeer","Senior Engineer","1997-10-05","9999-01-01"
432976,"Duke","Demizu","Senior Staff","1990-07-27","9999-01-01"
432978,"Pasqua","Herath","Senior Staff","1995-08-09","9999-01-01"
433020,"Adas","Rahimi","Engineer","1998-09-10","9999-01-01"
433038,"Reinhard","Miake","Senior Engineer","1992-08-27","9999-01-01"
433042,"Vatsa","Decleir","Senior Staff","1999-02-23","9999-01-01"
433094,"Xinglin","Matzke","Senior Engineer","1985-10-19","9999-01-01"
433105,"Leif","Cmelik","Senior Staff","1985-03-14","9999-01-01"
433130,"Mihalis","Itzfeldt","Engineer","1998-10-30","9999-01-01"
433172,"Nagui","Curless","Senior Staff","2001-12-31","9999-01-01"
433188,"Bernt","Petereit","Senior Staff","1998-10-20","9999-01-01"
433235,"Premsyl","Serov","Senior Staff","1996-10-07","9999-01-01"
433271,"Freyja","Naumovich","Senior Engineer","1997-09-15","9999-01-01"
433372,"Rasiah","Yemenis","Senior Staff","1990-05-24","9999-01-01"
433440,"Younwoo","Straney","Senior Staff","1994-04-07","9999-01-01"
433537,"Roselyn","Picel","Technique Leader","1985-06-20","9999-01-01"
433665,"Aimee","Kusalik","Staff","1999-08-29","9999-01-01"
433699,"Serif","Sifakis","Senior Staff","1993-03-22","9999-01-01"
433710,"Gou","Baezner","Senior Engineer","1994-03-06","9999-01-01"
433732,"Miquel","Chepyzhov","Senior Staff","1997-03-11","9999-01-01"
433738,"Toshimi","Petersohn","Staff","1998-09-23","9999-01-01"
433764,"Conrado","Zolotykh","Staff","1999-11-22","9999-01-01"
433873,"Uwe","Alpin","Senior Engineer","1994-07-12","9999-01-01"
433928,"Shiv","Szmurlo","Senior Staff","1992-10-05","9999-01-01"
433939,"Valdiodio","Wrigley","Engineer","1996-12-28","9999-01-01"
433962,"Mani","Waleschkowski","Senior Engineer","1994-12-30","9999-01-01"
433973,"Behnaam","Speek","Senior Staff","1991-07-07","9999-01-01"
433998,"Chiradeep","Pettis","Senior Staff","1995-07-05","9999-01-01"
434004,"Xiahua","Haddadi","Senior Staff","1992-05-23","9999-01-01"
